Phase,Barcode,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Experiment_ID,x,y
0.0,7631888OVRVZ,8.1,3.3,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,618847KCFS0I,8.1,8.1,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,766683DACJ29,8.1,5.3,1950.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,8717863C5AYC,6.5,0.5,550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,676487P8DA76,8.1,0.1,1650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,141784BOORL8,2.9,1.3,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,8188881NERAE,8.1,4.9,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,817767I7543D,4.1,2.9,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,787688YLHKTA,6.9,0.5,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,886887QAJ8S4,0.9,3.7,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,871446HE4RGJ,6.1,0.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,387834H6FMDE,4.5,0.1,550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,388173CCDTX8,6.1,7.3,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,864771Y53GLN,7.3,8.1,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,8776632M8IXZ,6.9,0.5,950.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,171787QTTD4J,8.1,6.5,450.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,787767HCF3R8,2.1,2.9,1150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,8483778IZNBA,7.7,3.7,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,188777RNEB6G,8.1,0.1,550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,887174G97K2Z,7.7,0.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,8838877XASJI,3.3,0.5,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,868387AS7YC3,8.1,3.3,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,887888VOZUPV,2.9,0.1,1950.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,4844862X57J2,8.1,8.1,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,748474OV4OK0,4.1,8.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,7888480IXTGN,6.9,0.5,250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,004470CN2YTX,0.1,4.5,850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,671484PGVQUZ,8.1,2.9,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,4018888NH48U,5.3,2.9,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,770776DQ6FG4,8.1,7.7,1850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,777777C6IASU,3.3,3.7,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,660467L51ID6,7.7,4.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,884108TITC5Y,4.1,0.1,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,788747RUKXRL,6.5,0.1,1850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,878844Y51H9M,4.9,8.1,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,0404802K5CLZ,8.1,2.9,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,411804ZV4JE5,2.9,1.7,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,6687868W0YP6,0.5,2.9,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,4800040MR4I0,1.3,2.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,804816XYCLUU,7.3,5.3,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,084087KDA6HW,5.3,2.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,847417WY07R2,8.1,7.7,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,481047DU63IJ,5.7,0.5,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,488780HIHTPJ,6.1,7.7,1950.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,7788814I2GCT,8.1,6.1,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,468784XR5GDV,8.1,0.9,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,808784AGBINB,2.9,2.1,1850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,487086C18FK5,5.7,0.1,550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,446877BW8JWH,6.9,6.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
0.0,487888EL6STY,4.5,0.5,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,6477762C3GB9,6.5,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,871706NFHVAG,5.7,1.3,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,784847T4OAY0,4.5,1.3,1150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,77788628HZH6,6.9,3.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_downsampling4_R1,0.0,0.0
1.0,781271B5E7TF,0.0,0.0,0.0,RoboLabSynt_2D_A,5.4,2.1
0.0,715927JRJIDR,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,8.1
0.0,752775995F5M,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,8.1
0.0,7822717DZCRU,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,0.1
1.0,277798JH76TE,0.0,0.0,0.0,RoboLabSynt_2D_A,4.1,6.3
0.0,557177FPC9WY,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,4.1
1.0,572721IJAT5R,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,4.5
0.0,197775LKAT3R,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,0.1
0.0,100770ST2Q7F,0.0,0.0,0.0,RoboLabSynt_2D_A,3.7,0.3
0.0,725717Z7MGES,0.0,0.0,0.0,RoboLabSynt_2D_A,8.0,8.1
0.0,337332AU7HUI,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,7.4
1.0,1072177XDAS8,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,2.9
1.0,052270WIVFWO,0.0,0.0,0.0,RoboLabSynt_2D_A,4.0,5.0
0.0,027772Q8G31E,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,2.9
1.0,571170HPLBDQ,0.0,0.0,0.0,RoboLabSynt_2D_A,4.8,8.1
0.0,2371754ZS2NC,0.0,0.0,0.0,RoboLabSynt_2D_A,6.8,0.1
1.0,7032778GT3UF,0.0,0.0,0.0,RoboLabSynt_2D_A,3.1,2.6
0.0,077220O2T50L,0.0,0.0,0.0,RoboLabSynt_2D_A,6.7,8.1
1.0,277813HZYQ9J,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,1.2
1.0,28758859DHJ8,0.0,0.0,0.0,RoboLabSynt_2D_A,1.8,7.9
0.0,111728DNPQ0B,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,5.6
1.0,050772SQTYBO,0.0,0.0,0.0,RoboLabSynt_2D_A,2.0,5.1
1.0,000578MWO7VX,0.0,0.0,0.0,RoboLabSynt_2D_A,5.4,1.1
1.0,753551Y188A8,0.0,0.0,0.0,RoboLabSynt_2D_A,2.8,6.6
0.0,2101026CPBFI,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,0.8
0.0,080220ZMXI8V,0.0,0.0,0.0,RoboLabSynt_2D_A,0.8,8.1
0.0,187750U259AR,0.0,0.0,0.0,RoboLabSynt_2D_A,6.6,6.6
1.0,117102QC6KA4,0.0,0.0,0.0,RoboLabSynt_2D_A,1.5,3.3
1.0,820351ARQNK5,0.0,0.0,0.0,RoboLabSynt_2D_A,3.0,1.2
0.0,213773JS3959,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,0.5
0.0,5751056YKHXN,0.0,0.0,0.0,RoboLabSynt_2D_A,1.2,5.7
1.0,778725ISZD94,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,4.9
0.0,018382LJYOAR,0.0,0.0,0.0,RoboLabSynt_2D_A,7.2,0.9
0.0,727710CO8XPY,0.0,0.0,0.0,RoboLabSynt_2D_A,1.2,8.1
1.0,177717P8135Y,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,1.5
0.0,1218159R58D9,0.0,0.0,0.0,RoboLabSynt_2D_A,6.3,6.3
1.0,778555A2ZWS3,0.0,0.0,0.0,RoboLabSynt_2D_A,1.6,4.8
0.0,170715WE88LK,0.0,0.0,0.0,RoboLabSynt_2D_A,3.9,0.7
1.0,12070287B109,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,5.1
1.0,712550YQ8U48,0.0,0.0,0.0,RoboLabSynt_2D_A,5.2,8.1
1.0,2732223SDVQ0,0.0,0.0,0.0,RoboLabSynt_2D_A,5.7,1.1
0.0,171822B47WJC,0.0,0.0,0.0,RoboLabSynt_2D_A,1.4,8.1
0.0,331778LQ55ZW,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,2.3
1.0,8727150PTA4M,0.0,0.0,0.0,RoboLabSynt_2D_A,6.0,6.1
0.0,171178J41W6Q,0.0,0.0,0.0,RoboLabSynt_2D_A,2.6,0.5
1.0,7787173RF346,0.0,0.0,0.0,RoboLabSynt_2D_A,1.5,5.0
0.0,177123UZ4IWW,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,0.9
1.0,818122ZV13XX,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,5.3
0.0,175375XJM3FL,0.0,0.0,0.0,RoboLabSynt_2D_A,0.8,3.2
1.0,871777L700PB,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,5.5
0.0,585778F6COY1,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,0.9
0.0,117778M3FW54,0.0,0.0,0.0,RoboLabSynt_2D_A,1.7,8.1
1.0,525173GTPKZH,0.0,0.0,0.0,RoboLabSynt_2D_A,5.4,8.1
1.0,732877WOW9D1,0.0,0.0,0.0,RoboLabSynt_2D_A,2.5,0.7
0.0,712772N2CRBK,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,1.1
1.0,275138LYYDOL,0.0,0.0,0.0,RoboLabSynt_2D_A,1.5,5.6
0.0,773175XL3ZNH,0.0,0.0,0.0,RoboLabSynt_2D_A,6.0,1.0
1.0,157257XA4569,0.0,0.0,0.0,RoboLabSynt_2D_A,1.8,8.1
0.0,128527BLGE1H,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,1.6
0.0,71727769P2LF,0.0,0.0,0.0,RoboLabSynt_2D_A,6.5,6.0
1.0,775757U5ZW6O,0.0,0.0,0.0,RoboLabSynt_2D_A,1.3,4.8
0.0,7511189UON9U,0.0,0.0,0.0,RoboLabSynt_2D_A,3.0,0.7
0.0,851771RYCF99,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,8.1
1.0,255815WC61BZ,0.0,0.0,0.0,RoboLabSynt_2D_A,8.0,1.2
1.0,1711714CDMLB,0.0,0.0,0.0,RoboLabSynt_2D_A,0.8,0.6
1.0,2577522QO0LW,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,8.1
0.0,783713VH8VFA,0.0,0.0,0.0,RoboLabSynt_2D_A,8.0,1.1
1.0,1577117V1I71,0.0,0.0,0.0,RoboLabSynt_2D_A,1.3,5.5
1.0,137777HWF59A,0.0,0.0,0.0,RoboLabSynt_2D_A,8.0,5.5
1.0,777787MR75Q9,0.0,0.0,0.0,RoboLabSynt_2D_A,4.4,1.0
0.0,5777174JHGES,0.0,0.0,0.0,RoboLabSynt_2D_A,1.7,8.0
1.0,717173KB5L05,0.0,0.0,0.0,RoboLabSynt_2D_A,0.9,3.1
0.0,85277170XIYV,0.0,0.0,0.0,RoboLabSynt_2D_A,0.4,2.1
0.0,733821663GT4,0.0,0.0,0.0,RoboLabSynt_2D_A,7.8,5.6
0.0,811815VHFK50,0.0,0.0,0.0,RoboLabSynt_2D_A,1.7,7.8
0.0,232138A0IHBC,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,1.0
1.0,552827DOQE8Z,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,7.9
1.0,537777KFY5FY,0.0,0.0,0.0,RoboLabSynt_2D_A,1.2,4.9
1.0,272888WW2D2O,0.0,0.0,0.0,RoboLabSynt_2D_A,2.8,0.7
1.0,1173775EGGE9,0.0,0.0,0.0,RoboLabSynt_2D_A,7.7,1.2
0.0,517238P0OCNZ,0.0,0.0,0.0,RoboLabSynt_2D_A,7.5,5.6
0.0,1781113OP9ZK,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,0.2
1.0,312777ARQ4A6,0.0,0.0,0.0,RoboLabSynt_2D_A,1.4,6.3
1.0,373113DH519I,0.0,0.0,0.0,RoboLabSynt_2D_A,5.1,1.0
1.0,13175732F4XW,0.0,0.0,0.0,RoboLabSynt_2D_A,0.9,3.3
0.0,585753J2QPMO,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,7.9
0.0,87777392F675,0.0,0.0,0.0,RoboLabSynt_2D_A,2.6,0.6
0.0,287371MYHRYC,0.0,0.0,0.0,RoboLabSynt_2D_A,7.5,1.1
0.0,538333LX6334,0.0,0.0,0.0,RoboLabSynt_2D_A,0.5,1.8
1.0,217313NSXTSI,0.0,0.0,0.0,RoboLabSynt_2D_A,7.7,5.5
1.0,3871537U9ZIZ,0.0,0.0,0.0,RoboLabSynt_2D_A,1.7,7.7
0.0,817283CNVBEA,0.0,0.0,0.0,RoboLabSynt_2D_A,5.3,1.0
0.0,557821PQSIUM,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,7.6
1.0,1115377L2446,0.0,0.0,0.0,RoboLabSynt_2D_A,1.1,4.7
0.0,878773PKCFFL,0.0,0.0,0.0,RoboLabSynt_2D_A,2.9,0.7
0.0,338773B5NABY,0.0,0.0,0.0,RoboLabSynt_2D_A,1.1,0.1
1.0,371353788VXK,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,0.9
0.0,2137221P0NRN,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,7.4
1.0,271122VK8MOB,0.0,0.0,0.0,RoboLabSynt_2D_A,6.5,1.1
0.0,858777SLIY9V,0.0,0.0,0.0,RoboLabSynt_2D_A,1.2,5.6
0.0,351822GRI44V,0.0,0.0,0.0,RoboLabSynt_2D_A,3.6,0.8
0.0,118882ZUM9BE,0.0,0.0,0.0,RoboLabSynt_2D_A,7.3,5.6
1.0,715357B9NYO8,0.0,0.0,0.0,RoboLabSynt_2D_A,0.9,3.5
1.0,757758L58JMV,0.0,0.0,0.0,RoboLabSynt_2D_A,1.6,7.3
0.0,713577T9ESJQ,0.0,0.0,0.0,RoboLabSynt_2D_A,1.1,0.3
0.0,783752M67EUE,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,7.2
0.0,33372165358V,0.0,0.0,0.0,RoboLabSynt_2D_A,7.1,1.1
1.0,537127LIJWTU,0.0,0.0,0.0,RoboLabSynt_2D_A,1.2,5.4
1.0,171517QR5Y12,0.0,0.0,0.0,RoboLabSynt_2D_A,4.1,0.9
1.0,137137YTHOI6,0.0,0.0,0.0,RoboLabSynt_2D_A,0.8,3.0
0.0,321872PQFF5W,0.0,0.0,0.0,RoboLabSynt_2D_A,7.2,5.6
0.0,237117SJXLW6,0.0,0.0,0.0,RoboLabSynt_2D_A,1.6,7.4
0.0,1135738HYOIH,0.0,0.0,0.0,RoboLabSynt_2D_A,6.0,6.3
0.0,171737U7ZHQ8,0.0,0.0,0.0,RoboLabSynt_2D_A,0.4,0.4
0.0,587573SZU6LV,0.0,0.0,0.0,RoboLabSynt_2D_A,6.8,1.1
0.0,228157R4XC7M,0.0,0.0,0.0,RoboLabSynt_2D_A,1.2,5.5
0.0,121333CMO92C,0.0,0.0,0.0,RoboLabSynt_2D_A,3.5,0.8
0.0,2881315WYL82,0.0,0.0,0.0,RoboLabSynt_2D_A,0.8,3.1
0.0,877378M1AI4R,0.0,0.0,0.0,RoboLabSynt_2D_A,5.2,1.0
0.0,1722137HYVBU,0.0,0.0,0.0,RoboLabSynt_2D_A,1.5,6.9
1.0,287573SW3XVY,0.0,0.0,0.0,RoboLabSynt_2D_A,0.9,1.4
0.0,6168127DAT88,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,8.1
0.0,8857673YGJ5K,0.0,0.0,0.0,RoboLabSynt_2D_A,8.1,0.1
0.0,111646EM3IOH,0.0,0.0,0.0,RoboLabSynt_2D_A,0.1,8.1
1.0,2646514CXWYS,0.0,0.0,0.0,RoboLabSynt_2D_A,5.1,4.1
1.0,377541BXKP9R,0.0,0.0,0.0,RoboLabSynt_2D_A,4.1,8.0
0.0,62858831LI52,0.0,0.0,0.0,RoboLabSynt_2D_A,4.4,0.2
1.0,167163237OGJ,0.0,0.0,0.0,RoboLabSynt_2D_A,1.6,4.9
0.0,617353K0HSPE,0.0,0.0,0.0,RoboLabSynt_2D_A,3.5,0.8
1.0,245278LW1DMF,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,7.6
0.0,845377HL5NS1,0.0,0.0,0.0,RoboLabSynt_2D_A,1.2,5.5
0.0,527287HLD634,0.0,0.0,0.0,RoboLabSynt_2D_A,6.8,1.1
0.0,148546WC1VLB,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,2.1
0.0,8783447TGYWH,0.0,0.0,0.0,RoboLabSynt_2D_A,7.1,5.6
1.0,7367484C6JTG,0.0,0.0,0.0,RoboLabSynt_2D_A,1.6,0.5
1.0,7288878XQUDJ,0.0,0.0,0.0,RoboLabSynt_2D_A,0.9,3.7
0.0,7711774L99D8,0.0,0.0,0.0,RoboLabSynt_2D_A,6.7,5.7
0.0,753843EMOZZ9,0.0,0.0,0.0,RoboLabSynt_2D_A,0.5,0.4
1.0,781135822YFG,0.0,0.0,0.0,RoboLabSynt_2D_A,1.4,6.4
0.0,574557AQX9CL,0.0,0.0,0.0,RoboLabSynt_2D_A,5.2,1.0
0.0,184277WY0FJK,0.0,0.0,0.0,RoboLabSynt_2D_A,0.8,3.1
1.0,725788HEYZBR,0.0,0.0,0.0,RoboLabSynt_2D_A,3.4,0.8
0.0,181621HFCKPB,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,7.1
0.0,678761JC0UXT,0.0,0.0,0.0,RoboLabSynt_2D_A,1.1,4.9
1.0,147355QY6R2D,0.0,0.0,0.0,RoboLabSynt_2D_A,6.4,5.8
0.0,174271QROPTI,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,0.5
0.0,852174M7UCP7,0.0,0.0,0.0,RoboLabSynt_2D_A,1.5,6.9
0.0,516716J7F5I7,0.0,0.0,0.0,RoboLabSynt_2D_A,6.7,1.1
1.0,716517QR0EDZ,0.0,0.0,0.0,RoboLabSynt_2D_A,1.0,4.3
1.0,157265F5I1P8,0.0,0.0,0.0,RoboLabSynt_2D_A,4.2,0.9
1.0,6577886JO9X6,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,2.4
0.0,873641I0RBOW,0.0,0.0,0.0,RoboLabSynt_2D_A,2.3,0.6
0.0,712218W2X0OH,0.0,0.0,0.0,RoboLabSynt_2D_A,5.8,6.5
0.0,565825YXBIQQ,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,0.5
0.0,384844SSPLGC,0.0,0.0,0.0,RoboLabSynt_2D_A,6.6,1.1
0.0,281258H2NRCB,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,2.5
0.0,1756278WZ5BX,0.0,0.0,0.0,RoboLabSynt_2D_A,6.9,5.6
0.0,665514VAA045,0.0,0.0,0.0,RoboLabSynt_2D_A,1.7,0.5
0.0,261533YCXNS7,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.8
0.0,7174513UFXPA,0.0,0.0,0.0,RoboLabSynt_2D_A,6.3,5.9
0.0,3761244EFR95,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.6
1.0,5158715TH7BX,0.0,0.0,0.0,RoboLabSynt_2D_A,7.6,5.5
1.0,727386XWJAVL,0.0,0.0,0.0,RoboLabSynt_2D_A,6.4,1.1
0.0,136122HKKY36,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,6.9
1.0,687756TZ5UK0,0.0,0.0,0.0,RoboLabSynt_2D_A,2.2,0.6
1.0,7331280LIMOS,0.0,0.0,0.0,RoboLabSynt_2D_A,0.9,0.5
1.0,63551403L41M,0.0,0.0,0.0,RoboLabSynt_2D_A,6.6,5.7
0.0,131111ZR7R0Z,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,0.8
0.0,831813TM6CT6,0.0,0.0,0.0,RoboLabSynt_2D_A,0.8,0.5
0.0,136541IXVPO5,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,7.5
1.0,155588QKG3BD,0.0,0.0,0.0,RoboLabSynt_2D_A,5.8,6.4
1.0,2531851D9ULT,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.5
1.0,311188X31I4F,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.0
1.0,218888CBBU7R,0.0,0.0,0.0,RoboLabSynt_2D_A,5.7,6.6
1.0,683848DLQ58T,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.2
0.0,228488SOKSA6,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,0.6
0.0,9451352V6N5P,0.0,0.0,0.0,RoboLabSynt_2D_A,7.5,5.5
1.0,9869481950UM,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,0.7
0.0,933914RYAO89,0.0,0.0,0.0,RoboLabSynt_2D_A,1.3,6.0
1.0,282575HI4JKZ,0.0,0.0,0.0,RoboLabSynt_2D_A,7.9,1.2
0.0,62691207WGLL,0.0,0.0,0.0,RoboLabSynt_2D_A,4.3,0.9
1.0,182589J0HEMC,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,7.8
0.0,9682134QP6ZK,0.0,0.0,0.0,RoboLabSynt_2D_A,5.9,6.3
0.0,243847E0LE3M,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.7
1.0,751635WUJ6HM,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.1
1.0,571005YQAV2M,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,7.7
1.0,131087VYX8KX,0.0,0.0,0.0,RoboLabSynt_2D_A,7.8,1.2
1.0,56807570O8R4,0.0,0.0,0.0,RoboLabSynt_2D_A,1.3,5.9
1.0,683311WQICGE,0.0,0.0,0.0,RoboLabSynt_2D_A,7.4,5.5
1.0,762308K63EGE,0.0,0.0,0.0,RoboLabSynt_2D_A,1.5,0.5
1.0,308231EV8PS2,0.0,0.0,0.0,RoboLabSynt_2D_A,1.0,0.5
1.0,530038WL50S7,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,7.3
0.0,221362E3XY20,0.0,0.0,0.0,RoboLabSynt_2D_A,1.8,0.5
1.0,285685QRZ7UB,0.0,0.0,0.0,RoboLabSynt_2D_A,5.5,7.4
0.0,337825J3LZE7,0.0,0.0,0.0,RoboLabSynt_2D_A,7.9,1.1
1.0,215525NEMR8G,0.0,0.0,0.0,RoboLabSynt_2D_A,7.3,5.5
1.0,518235BDQCID,0.0,0.0,0.0,RoboLabSynt_2D_A,0.7,2.3
0.0,8615534QY48C,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,0.7
1.0,832318SBIK92,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.4
0.0,652355HF5OBI,0.0,0.0,0.0,RoboLabSynt_2D_A,7.7,1.1
1.0,788128QTX97I,0.0,0.0,0.0,RoboLabSynt_2D_A,7.6,1.2
1.0,315516JX2FUT,0.0,0.0,0.0,RoboLabSynt_2D_A,7.8,5.5
1.0,115723PUNA66,0.0,0.0,0.0,RoboLabSynt_2D_A,0.6,1.3
1.0,3177816Z0AKG,0.0,0.0,0.0,RoboLabSynt_2D_A,1.5,6.8
1.0,113811YKEBGB,0.0,0.0,0.0,RoboLabSynt_2D_A,6.2,1.1
1.0,161211VMB71G,0.0,0.0,0.0,RoboLabSynt_2D_A,6.3,1.1
0.0,817158UK7XR7,0.0,0.0,0.0,RoboLabSynt_2D_A,7.8,1.1
1.0,152671VVVK6O,0.0,0.0,0.0,RoboLabSynt_2D_A,5.0,1.0
0.0,665516S4ITCR,0.0,0.0,0.0,RoboLabSynt_2D_A,7.6,1.1
0.0,187111CUGJVZ,0.0,0.0,0.0,RoboLabSynt_2D_A,1.4,6.5
1.0,1555160PEPMP,0.0,0.0,0.0,RoboLabSynt_2D_A,6.8,5.6
0.0,636851PTXW3O,0.0,0.0,0.0,RoboLabSynt_2D_A,0.9,3.8
1.0,186313F9T9TP,0.0,0.0,0.0,RoboLabSynt_2D_A,5.6,6.8
